order_id,order_date,product_id,product_name,category,region,channel,quantity,unit_price,discount_pct,revenue,cost,profit,returned,customer_id
500088,2024-11-17,1004,USB-C Hub,Electronics,North America,Website,1,109.12,0.0,109.12,50.08,59.04,0,C01196
500089,2025-05-03,1009,Vacuum Cleaner,Home & Kitchen,Middle East,Marketplace,1,64.34,0.0,64.34,37.4,26.94,0,C00463
500090,2025-06-27,1013,Sneakers,Apparel,Europe,Website,4,39.27,0.0,157.08,79.92,77.16,0,C00874
500091,2025-06-04,1007,Blender,Home & Kitchen,North America,Marketplace,1,29.86,0.05,28.37,18.64,9.73,0,C01094
500092,2024-03-11,1001,Smart Watch,Electronics,Middle East,Website,2,123.31,0.0,246.62,119.8,126.82,0,C01765
500093,2024-08-28,1010,T-Shirt,Apparel,Latin America,Website,2,79.05,0.0,158.1,101.78,56.32,0,C01137
500094,2025-08-06,1022,Running Shoes,Sports,Europe,Mobile App,2,51.96,0.0,103.92,48.82,55.1,0,C00710
500095,2024-02-10,1007,Blender,Home & Kitchen,Middle East,Website,2,29.86,0.05,56.73,37.28,19.45,0,C01388
500096,2025-11-04,1010,T-Shirt,Apparel,Middle East,Mobile App,1,79.05,0.0,79.05,50.89,28.16,0,C01094
500097,2024-11-19,1005,Air Fryer,Home & Kitchen,Asia Pacific,Website,1,16.13,0.15,13.71,6.54,7.17,1,C00445
500098,2024-11-17,1015,Face Serum,Beauty,Europe,Website,2,80.28,0.0,160.56,101.14,59.42,0,C00022
500099,2024-05-14,1017,Moisturizer,Beauty,Asia Pacific,Website,2,177.23,0.05,336.74,154.84,181.9,0,C00744
500100,2024-03-15,1006,Coffee Maker,Home & Kitchen,North America,Website,2,110.15,0.2,176.24,134.86,41.38,0,C01610
500101,2025-07-30,1010,T-Shirt,Apparel,North America,Website,4,79.05,0.0,316.2,203.56,112.64,0,C01024
500102,2024-08-06,1022,Running Shoes,Sports,Middle East,Website,1,51.96,0.0,51.96,24.41,27.55,0,C01561
500103,2024-12-23,1023,Water Bottle,Sports,North America,Marketplace,1,55.97,0.0,55.97,28.38,27.59,0,C01441
500104,2025-01-13,1022,Running Shoes,Sports,Asia Pacific,Website,1,51.96,0.05,49.36,24.41,24.95,1,C01783
500105,2025-07-10,1009,Vacuum Cleaner,Home & Kitchen,Asia Pacific,Mobile App,1,64.34,0.0,64.34,37.4,26.94,0,C00501
500106,2025-10-31,1014,Hoodie,Apparel,Middle East,Website,1,71.73,0.0,71.73,49.43,22.3,0,C00787
500107,2025-07-21,1009,Vacuum Cleaner,Home & Kitchen,Asia Pacific,Marketplace,2,64.34,0.1,115.81,74.8,41.01,0,C01622
500108,2024-04-16,1014,Hoodie,Apparel,Europe,Website,1,71.73,0.1,64.56,49.43,15.13,0,C00480
500109,2024-04-19,1006,Coffee Maker,Home & Kitchen,Middle East,Website,1,110.15,0.0,110.15,67.43,42.72,0,C00076
500110,2024-10-15,1004,USB-C Hub,Electronics,Middle East,Website,1,109.12,0.0,109.12,50.08,59.04,0,C01315
500111,2024-12-17,1022,Running Shoes,Sports,Europe,Mobile App,1,51.96,0.1,46.76,24.41,22.35,0,C01553
500112,2024-09-27,1009,Vacuum Cleaner,Home & Kitchen,Middle East,Website,1,64.34,0.05,61.12,37.4,23.72,1,C01477
500113,2024-02-22,1010,T-Shirt,Apparel,North America,Mobile App,2,79.05,0.0,158.1,101.78,56.32,0,C00202
500114,2024-10-10,1019,Sunscreen,Beauty,North America,Website,1,106.12,0.0,106.12,56.32,49.8,0,C00986
500115,2024-05-13,1015,Face Serum,Beauty,Asia Pacific,Website,2,80.28,0.0,160.56,101.14,59.42,0,C01142
500116,2025-03-28,1011,Jeans,Apparel,Middle East,Mobile App,1,48.52,0.0,48.52,26.91,21.61,1,C00926
500117,2025-07-28,1000,Wireless Earbuds,Electronics,North America,Website,4,80.93,0.0,323.72,132.36,191.36,0,C00059
500118,2025-12-08,1023,Water Bottle,Sports,Europe,Mobile App,1,55.97,0.05,53.17,28.38,24.79,0,C00139
500119,2025-01-13,1015,Face Serum,Beauty,Middle East,Mobile App,1,80.28,0.0,80.28,50.57,29.71,0,C01683
500120,2025-03-16,1017,Moisturizer,Beauty,Europe,Website,1,177.23,0.0,177.23,77.42,99.81,0,C01240
500121,2025-01-08,1001,Smart Watch,Electronics,North America,Marketplace,2,123.31,0.0,246.62,119.8,126.82,0,C01518
500122,2024-08-03,1004,USB-C Hub,Electronics,Europe,Mobile App,1,109.12,0.05,103.66,50.08,53.58,0,C00001
500123,2024-12-28,1011,Jeans,Apparel,Middle East,Marketplace,1,48.52,0.15,41.24,26.91,14.33,0,C01552
500124,2025-02-20,1003,Laptop Stand,Electronics,Middle East,Mobile App,1,22.02,0.0,22.02,9.36,12.66,0,C00437
500125,2024-08-30,1010,T-Shirt,Apparel,Europe,Marketplace,2,79.05,0.0,158.1,101.78,56.32,0,C01314
500126,2024-06-30,1002,Bluetooth Speaker,Electronics,Latin America,Website,1,26.25,0.0,26.25,16.7,9.55,0,C01683
500127,2024-12-06,1024,Resistance Bands,Sports,Latin America,Mobile App,1,73.75,0.0,73.75,46.0,27.75,0,C00235
500128,2024-09-11,1007,Blender,Home & Kitchen,Asia Pacific,Website,1,29.86,0.0,29.86,18.64,11.22,0,C00892
500129,2025-12-19,1002,Bluetooth Speaker,Electronics,North America,Website,3,26.25,0.0,78.75,50.1,28.65,0,C00326
500130,2024-02-09,1015,Face Serum,Beauty,Latin America,Website,1,80.28,0.05,76.27,50.57,25.7,0,C01206
500131,2025-04-16,1018,Lipstick,Beauty,Asia Pacific,Website,1,41.98,0.0,41.98,27.85,14.13,0,C01552
500132,2024-08-21,1001,Smart Watch,Electronics,Europe,Website,1,123.31,0.0,123.31,59.9,63.41,0,C01103
500133,2024-07-16,1024,Resistance Bands,Sports,Latin America,Website,1,73.75,0.2,59.0,46.0,13.0,0,C01092
500134,2024-03-12,1006,Coffee Maker,Home & Kitchen,Asia Pacific,Website,2,110.15,0.0,220.3,134.86,85.44,1,C01582
500135,2025-06-05,1008,Cookware Set,Home & Kitchen,Latin America,Mobile App,1,55.01,0.0,55.01,27.82,27.19,0,C01276
500136,2025-07-03,1009,Vacuum Cleaner,Home & Kitchen,Asia Pacific,Marketplace,1,64.34,0.0,64.34,37.4,26.94,0,C00593
500137,2024-04-28,1024,Resistance Bands,Sports,Asia Pacific,Website,1,73.75,0.05,70.06,46.0,24.06,0,C01289
500138,2024-09-28,1007,Blender,Home & Kitchen,North America,Website,1,29.86,0.1,26.87,18.64,8.23,0,C00154
500139,2025-03-20,1006,Coffee Maker,Home & Kitchen,Asia Pacific,Mobile App,1,110.15,0.0,110.15,67.43,42.72,0,C00154
500140,2024-11-17,1001,Smart Watch,Electronics,Latin America,Mobile App,2,123.31,0.05,234.29,119.8,114.49,0,C01028
500141,2025-06-07,1000,Wireless Earbuds,Electronics,North America,Website,3,80.93,0.0,242.79,99.27,143.52,0,C00751
500142,2025-08-13,1016,Shampoo,Beauty,Europe,Website,2,24.14,0.0,48.28,19.76,28.52,0,C00521
500143,2025-12-26,1020,Yoga Mat,Sports,Latin America,Website,2,27.52,0.1,49.54,28.3,21.24,0,C00763
500144,2025-07-05,1004,USB-C Hub,Electronics,Europe,Website,1,109.12,0.05,103.66,50.08,53.58,0,C00674
500145,2024-03-12,1017,Moisturizer,Beauty,Asia Pacific,Mobile App,2,177.23,0.0,354.46,154.84,199.62,0,C01230
500146,2025-11-10,1024,Resistance Bands,Sports,North America,Mobile App,1,73.75,0.05,70.06,46.0,24.06,0,C01513
500147,2024-11-03,1010,T-Shirt,Apparel,Middle East,Website,1,79.05,0.0,79.05,50.89,28.16,0,C00518
500148,2025-02-22,1022,Running Shoes,Sports,Asia Pacific,Website,1,51.96,0.15,44.17,24.41,19.76,0,C00553
500149,2024-10-29,1004,USB-C Hub,Electronics,Middle East,Website,1,109.12,0.0,109.12,50.08,59.04,0,C00821
500150,2025-03-06,1005,Air Fryer,Home & Kitchen,Latin America,Mobile App,2,16.13,0.0,32.26,13.08,19.18,0,C00842
500151,2024-06-27,1006,Coffee Maker,Home & Kitchen,Middle East,Mobile App,2,110.15,0.0,220.3,134.86,85.44,0,C01024
500152,2025-02-19,1008,Cookware Set,Home & Kitchen,Middle East,Mobile App,2,55.01,0.0,110.02,55.64,54.38,0,C01015
500153,2024-11-07,1019,Sunscreen,Beauty,Asia Pacific,Website,1,106.12,0.05,100.81,56.32,44.49,0,C00420
500154,2025-08-16,1013,Sneakers,Apparel,Middle East,Mobile App,1,39.27,0.0,39.27,19.98,19.29,0,C00714
500155,2025-04-21,1005,Air Fryer,Home & Kitchen,Latin America,Website,1,16.13,0.15,13.71,6.54,7.17,1,C01572
500156,2024-08-06,1021,Dumbbells,Sports,Middle East,Website,1,18.19,0.0,18.19,7.58,10.61,0,C01701
500157,2024-06-22,1024,Resistance Bands,Sports,North America,Website,1,73.75,0.0,73.75,46.0,27.75,0,C00932
500158,2025-11-10,1022,Running Shoes,Sports,Middle East,Website,1,51.96,0.0,51.96,24.41,27.55,0,C00239
500159,2024-08-28,1001,Smart Watch,Electronics,Asia Pacific,Website,1,123.31,0.0,123.31,59.9,63.41,0,C00416
500160,2024-07-22,1007,Blender,Home & Kitchen,Europe,Website,1,29.86,0.0,29.86,18.64,11.22,0,C00518
500161,2024-09-07,1000,Wireless Earbuds,Electronics,Latin America,Mobile App,1,80.93,0.05,76.88,33.09,43.79,0,C00619
500162,2024-03-15,1020,Yoga Mat,Sports,Latin America,Website,1,27.52,0.0,27.52,14.15,13.37,0,C01466
500163,2025-10-06,1006,Coffee Maker,Home & Kitchen,Middle East,Website,2,110.15,0.0,220.3,134.86,85.44,0,C00593
500164,2025-12-14,1022,Running Shoes,Sports,Latin America,Website,1,51.96,0.2,41.57,24.41,17.16,0,C00340
500165,2024-09-06,1021,Dumbbells,Sports,Europe,Mobile App,2,18.19,0.1,32.74,15.16,17.58,0,C01574
500166,2024-01-06,1001,Smart Watch,Electronics,North America,Mobile App,1,123.31,0.0,123.31,59.9,63.41,0,C01457
500167,2024-08-12,1017,Moisturizer,Beauty,Europe,Mobile App,1,177.23,0.2,141.78,77.42,64.36,1,C01782
500168,2025-12-13,1003,Laptop Stand,Electronics,Middle East,Website,1,22.02,0.0,22.02,9.36,12.66,0,C01778
500169,2025-07-24,1012,Jacket,Apparel,Europe,Marketplace,2,88.76,0.0,177.52,78.42,99.1,0,C01611
500170,2024-05-04,1003,Laptop Stand,Electronics,Latin America,Website,1,22.02,0.0,22.02,9.36,12.66,0,C01231
500171,2025-04-20,1004,USB-C Hub,Electronics,Middle East,Marketplace,1,109.12,0.2,87.3,50.08,37.22,0,C00584
500172,2025-09-01,1020,Yoga Mat,Sports,Asia Pacific,Marketplace,1,27.52,0.1,24.77,14.15,10.62,0,C00486
500173,2025-03-29,1022,Running Shoes,Sports,Middle East,Mobile App,1,51.96,0.0,51.96,24.41,27.55,0,C01549
500174,2025-05-31,1018,Lipstick,Beauty,Latin America,Mobile App,1,41.98,0.15,35.68,27.85,7.83,0,C00979
500175,2025-07-15,1020,Yoga Mat,Sports,Latin America,Marketplace,2,27.52,0.0,55.04,28.3,26.74,0,C01201
500176,2025-05-01,1007,Blender,Home & Kitchen,Latin America,Website,2,29.86,0.0,59.72,37.28,22.44,0,C00315
500177,2024-09-10,1011,Jeans,Apparel,Asia Pacific,Mobile App,1,48.52,0.05,46.09,26.91,19.18,0,C00384
500178,2025-06-17,1004,USB-C Hub,Electronics,Latin America,Mobile App,1,109.12,0.0,109.12,50.08,59.04,0,C01505
500179,2024-10-08,1015,Face Serum,Beauty,Latin America,Website,1,80.28,0.0,80.28,50.57,29.71,0,C01143
500180,2024-10-19,1024,Resistance Bands,Sports,Europe,Website,2,73.75,0.15,125.38,92.0,33.38,0,C01744
500181,2024-11-23,1024,Resistance Bands,Sports,Middle East,Website,2,73.75,0.0,147.5,92.0,55.5,0,C00460
500182,2024-06-03,1010,T-Shirt,Apparel,Europe,Website,1,79.05,0.0,79.05,50.89,28.16,0,C00250
500183,2024-06-05,1007,Blender,Home & Kitchen,Europe,Website,1,29.86,0.1,26.87,18.64,8.23,0,C00005
500184,2025-02-21,1023,Water Bottle,Sports,Asia Pacific,Mobile App,1,55.97,0.05,53.17,28.38,24.79,0,C00674
500185,2025-03-01,1003,Laptop Stand,Electronics,North America,Website,1,22.02,0.1,19.82,9.36,10.46,0,C00429
500186,2025-03-06,1003,Laptop Stand,Electronics,Latin America,Marketplace,1,22.02,0.0,22.02,9.36,12.66,0,C00754
500187,2025-08-21,1004,USB-C Hub,Electronics,North America,Marketplace,1,109.12,0.0,109.12,50.08,59.04,0,C00800
500188,2025-08-12,1023,Water Bottle,Sports,Latin America,Website,2,55.97,0.15,95.15,56.76,38.39,0,C01002
500189,2024-12-26,1008,Cookware Set,Home & Kitchen,Asia Pacific,Mobile App,1,55.01,0.0,55.01,27.82,27.19,0,C00608
500190,2025-03-05,1021,Dumbbells,Sports,Middle East,Mobile App,1,18.19,0.0,18.19,7.58,10.61,0,C01002
500191,2025-07-13,1005,Air Fryer,Home & Kitchen,Middle East,Marketplace,1,16.13,0.0,16.13,6.54,9.59,0,C01049
500192,2025-05-14,1007,Blender,Home & Kitchen,Europe,Website,1,29.86,0.0,29.86,18.64,11.22,0,C00187
500193,2025-05-12,1002,Bluetooth Speaker,Electronics,North America,Website,1,26.25,0.0,26.25,16.7,9.55,0,C00981
500194,2025-11-15,1010,T-Shirt,Apparel,Latin America,Mobile App,2,79.05,0.05,150.2,101.78,48.42,0,C01684
500195,2025-04-23,1013,Sneakers,Apparel,Europe,Marketplace,1,39.27,0.1,35.34,19.98,15.36,0,C00148
500196,2025-06-30,1005,Air Fryer,Home & Kitchen,North America,Marketplace,1,16.13,0.2,12.9,6.54,6.36,0,C00187
500197,2025-08-29,1008,Cookware Set,Home & Kitchen,Middle East,Mobile App,2,55.01,0.2,88.02,55.64,32.38,0,C01205
500198,2024-03-26,1016,Shampoo,Beauty,Latin America,Website,1,24.14,0.0,24.14,9.88,14.26,0,C00778
500199,2025-04-17,1002,Bluetooth Speaker,Electronics,Europe,Website,1,26.25,0.0,26.25,16.7,9.55,0,C01712
500200,2025-01-23,1021,Dumbbells,Sports,Asia Pacific,Website,2,18.19,0.0,36.38,15.16,21.22,0,C00036
500201,2024-11-30,1014,Hoodie,Apparel,Asia Pacific,Mobile App,2,71.73,0.0,143.46,98.86,44.6,0,C01551
500202,2025-01-23,1005,Air Fryer,Home & Kitchen,Asia Pacific,Mobile App,1,16.13,0.1,14.52,6.54,7.98,0,C01748
500203,2025-03-07,1022,Running Shoes,Sports,Asia Pacific,Mobile App,1,51.96,0.0,51.96,24.41,27.55,0,C00852
500204,2025-04-26,1001,Smart Watch,Electronics,North America,Mobile App,1,123.31,0.05,117.14,59.9,57.24,0,C00111
500205,2024-02-23,1001,Smart Watch,Electronics,Asia Pacific,Website,1,123.31,0.0,123.31,59.9,63.41,0,C00806
500206,2024-03-11,1008,Cookware Set,Home & Kitchen,North America,Mobile App,2,55.01,0.0,110.02,55.64,54.38,0,C01653
500207,2024-09-10,1022,Running Shoes,Sports,Europe,Mobile App,1,51.96,0.0,51.96,24.41,27.55,0,C01188
500208,2025-09-28,1010,T-Shirt,Apparel,Europe,Website,1,79.05,0.0,79.05,50.89,28.16,0,C01465
500209,2025-04-29,1012,Jacket,Apparel,North America,Mobile App,1,88.76,0.1,79.88,39.21,40.67,0,C01659
500210,2024-08-11,1020,Yoga Mat,Sports,Latin America,Mobile App,1,27.52,0.05,26.14,14.15,11.99,0,C00599
500211,2025-01-12,1001,Smart Watch,Electronics,Europe,Mobile App,1,123.31,0.0,123.31,59.9,63.41,0,C01511
500212,2024-04-27,1007,Blender,Home & Kitchen,Europe,Marketplace,1,29.86,0.1,26.87,18.64,8.23,0,C01049
500213,2024-04-20,1003,Laptop Stand,Electronics,Middle East,Website,1,22.02,0.0,22.02,9.36,12.66,0,C00778
500214,2024-11-15,1019,Sunscreen,Beauty,Middle East,Mobile App,1,106.12,0.0,106.12,56.32,49.8,0,C00839
500215,2025-01-19,1024,Resistance Bands,Sports,Latin America,Marketplace,4,73.75,0.05,280.25,184.0,96.25,1,C01554
500216,2024-07-22,1024,Resistance Bands,Sports,North America,Mobile App,1,73.75,0.0,73.75,46.0,27.75,0,C00813
500217,2025-10-04,1013,Sneakers,Apparel,Europe,Website,1,39.27,0.0,39.27,19.98,19.29,0,C00891
500218,2024-11-04,1008,Cookware Set,Home & Kitchen,Middle East,Mobile App,1,55.01,0.0,55.01,27.82,27.19,0,C01367
